PNR Number,Train Number,Date of Journey,Class of Travel,Quota,Source Station,Destination Station,Booking Date,Current Status,Number of Passengers,Age of Passengers,Booking Channel,Travel Distance,Number of Stations,Travel Time,Train Type,Seat Availability,Special Considerations,Holiday or Peak Season,Waitlist Position,Confirmation Status,Was Waitlisted
PNR0000000140,38555,2025-01-19,Sleeper,Ladies,KOAA,CNB,2024-05-20,Confirmed,5,Senior Citizen,IRCTC Website,1546,18,7,Superfast,175,No Special Consideration,No,0,Confirmed,False
PNR0000000141,56839,2025-01-20,Sleeper,Tatkal,CNB,NJP,2024-05-21,Confirmed,1,Adult,IRCTC Website,1755,19,12,Superfast,400,Senior Citizen,No,0,Confirmed,False
PNR0000000142,66318,2025-01-21,1AC,Tatkal,MAS,CNB,2024-05-22,RAC,1,Adult,Counter,1048,4,44,Superfast,237,Senior Citizen,No,0,Confirmed,False
PNR0000000143,91166,2025-01-22,3AC,Ladies,ASR,SBC,2024-05-23,Confirmed,2,Senior Citizen,IRCTC Website,530,6,11,Rajdhani,336,No Special Consideration,No,0,Confirmed,False
PNR0000000144,59899,2025-01-23,2AC,Ladies,BBS,MMCT,2024-05-24,Confirmed,2,Senior Citizen,Counter,937,17,47,Express,95,No Special Consideration,Yes,0,Confirmed,False
PNR0000000145,29008,2025-01-24,1AC,Ladies,PNBE,KOAA,2024-05-25,Waitlisted,4,Senior Citizen,Counter,560,2,21,Rajdhani,221,Senior Citizen,No,186,Not Confirmed,True
PNR0000000146,28156,2025-01-25,1AC,Tatkal,PNBE,MAS,2024-05-26,RAC,3,Child,Counter,1312,5,12,Superfast,30,No Special Consideration,Yes,0,Confirmed,False
PNR0000000147,50911,2025-01-26,Sleeper,Ladies,BSB,HWH,2024-05-27,Confirmed,2,Child,Counter,1088,17,23,Rajdhani,146,Senior Citizen,No,0,Confirmed,False
PNR0000000148,27029,2025-01-27,Sleeper,Tatkal,HWH,PNBE,2024-05-28,RAC,1,Senior Citizen,Counter,1660,7,42,Shatabdi,21,Senior Citizen,Yes,0,Confirmed,False
PNR0000000149,49607,2025-01-28,2AC,Ladies,SBC,BSB,2024-05-29,RAC,2,Senior Citizen,Mobile App,1090,4,10,Rajdhani,108,Senior Citizen,Yes,0,Confirmed,False
PNR0000000150,59984,2025-01-29,3AC,General,CNB,LKO,2024-05-30,Confirmed,2,Senior Citizen,IRCTC Website,1074,7,38,Shatabdi,384,Defense Quota,No,0,Confirmed,False
PNR0000000151,85278,2025-01-30,Sleeper,General,JP,SBC,2024-05-31,Waitlisted,1,Adult,Mobile App,411,11,46,Express,31,Senior Citizen,No,95,Not Confirmed,True
PNR0000000152,15496,2025-01-31,3AC,Tatkal,LKO,NJP,2024-06-01,Waitlisted,2,Senior Citizen,Mobile App,1007,13,40,Rajdhani,283,Senior Citizen,No,33,Not Confirmed,True
PNR0000000153,24839,2025-02-01,2AC,Ladies,NJP,BBS,2024-06-02,RAC,4,Adult,IRCTC Website,464,4,37,Shatabdi,93,Senior Citizen,No,0,Confirmed,False
PNR0000000154,40198,2025-02-02,Sleeper,Premium Tatkal,CNB,ADI,2024-06-03,Waitlisted,2,Adult,Counter,1637,3,34,Express,462,No Special Consideration,No,74,Not Confirmed,True
PNR0000000155,91343,2025-02-03,Sleeper,Tatkal,BSB,MAS,2024-06-04,Confirmed,1,Senior Citizen,Mobile App,803,4,14,Rajdhani,247,Senior Citizen,Yes,0,Confirmed,False
PNR0000000156,60181,2025-02-04,3AC,Tatkal,HWH,KOAA,2024-06-05,Waitlisted,4,Adult,Counter,925,14,18,Superfast,222,Senior Citizen,Yes,111,Not Confirmed,True
PNR0000000157,40701,2025-02-05,2AC,Premium Tatkal,GKP,CNB,2024-06-06,RAC,5,Child,Mobile App,625,3,27,Rajdhani,236,Senior Citizen,Yes,0,Confirmed,False
PNR0000000158,10986,2025-02-06,1AC,Tatkal,ASR,GKP,2024-06-07,RAC,5,Child,Mobile App,396,8,2,Rajdhani,432,Senior Citizen,No,0,Confirmed,False
PNR0000000159,36868,2025-02-07,2AC,Premium Tatkal,BSB,BCT,2024-06-08,Waitlisted,5,Adult,Mobile App,1951,5,30,Shatabdi,43,No Special Consideration,Yes,48,Not Confirmed,True
PNR0000000160,12458,2025-02-08,3AC,General,MMCT,LKO,2024-06-09,RAC,5,Adult,Counter,1568,5,39,Superfast,7,Senior Citizen,Yes,0,Confirmed,False
PNR0000000161,82803,2025-02-09,3AC,Ladies,MAS,SBC,2024-06-10,Waitlisted,1,Senior Citizen,Mobile App,263,7,9,Shatabdi,177,No Special Consideration,No,17,Not Confirmed,True
PNR0000000162,21671,2025-02-10,3AC,Premium Tatkal,MAS,SC,2024-06-11,RAC,5,Adult,IRCTC Website,434,15,29,Express,171,Senior Citizen,Yes,0,Confirmed,False
PNR0000000163,81736,2025-02-11,1AC,General,BCT,CSMT,2024-06-12,Waitlisted,1,Senior Citizen,IRCTC Website,332,13,10,Shatabdi,100,Defense Quota,No,42,Not Confirmed,True
PNR0000000164,38443,2025-02-12,1AC,Ladies,ADI,LTT,2024-06-13,Waitlisted,5,Senior Citizen,Counter,1386,6,4,Express,417,Senior Citizen,Yes,113,Not Confirmed,True
PNR0000000165,69488,2025-02-13,1AC,General,LKO,GKP,2024-06-14,Confirmed,4,Senior Citizen,Counter,1605,18,8,Superfast,305,Defense Quota,Yes,0,Confirmed,False
PNR0000000166,87767,2025-02-14,2AC,Premium Tatkal,HWH,JU,2024-06-15,Confirmed,2,Senior Citizen,Counter,1755,16,25,Express,452,No Special Consideration,No,0,Confirmed,False
PNR0000000167,96531,2025-02-15,Sleeper,Tatkal,MMCT,PNBE,2024-06-16,Confirmed,5,Adult,IRCTC Website,526,2,38,Superfast,88,No Special Consideration,Yes,0,Confirmed,False
PNR0000000168,61988,2025-02-16,1AC,Premium Tatkal,ASR,NJP,2024-06-17,Confirmed,5,Senior Citizen,Counter,987,17,19,Rajdhani,158,Defense Quota,No,0,Confirmed,False
PNR0000000169,41069,2025-02-17,3AC,Tatkal,CSMT,GKP,2024-06-18,RAC,4,Child,IRCTC Website,1594,13,18,Shatabdi,371,Senior Citizen,No,0,Confirmed,False
PNR0000000170,89960,2025-02-18,3AC,Ladies,MAS,CNB,2024-06-19,Confirmed,1,Child,IRCTC Website,693,19,39,Shatabdi,156,No Special Consideration,Yes,0,Confirmed,False
PNR0000000171,48786,2025-02-19,1AC,General,SBC,BSB,2024-06-20,Confirmed,3,Senior Citizen,Counter,69,19,23,Superfast,214,Senior Citizen,Yes,0,Confirmed,False
PNR0000000172,85749,2025-02-20,2AC,General,NDLS,ASR,2024-06-21,Confirmed,4,Senior Citizen,Counter,1779,5,18,Shatabdi,191,No Special Consideration,No,0,Confirmed,False
PNR0000000173,56039,2025-02-21,2AC,Tatkal,PNBE,UMB,2024-06-22,RAC,1,Child,Mobile App,1383,13,17,Superfast,3,Senior Citizen,No,0,Confirmed,False
PNR0000000174,49540,2025-02-22,Sleeper,General,ADI,GKP,2024-06-23,RAC,1,Senior Citizen,Counter,1014,17,36,Superfast,36,No Special Consideration,No,0,Confirmed,False
PNR0000000175,12594,2025-02-23,2AC,General,BBS,NDLS,2024-06-24,Waitlisted,4,Adult,Mobile App,1941,11,45,Superfast,82,Defense Quota,No,113,Not Confirmed,True
PNR0000000176,40610,2025-02-24,Sleeper,Ladies,KOAA,LTT,2024-06-25,RAC,2,Senior Citizen,IRCTC Website,864,11,35,Rajdhani,471,No Special Consideration,No,0,Confirmed,False
PNR0000000177,95555,2025-02-25,2AC,General,MMCT,MAS,2024-06-26,Confirmed,4,Adult,Counter,1518,11,36,Rajdhani,325,Defense Quota,No,0,Confirmed,False
PNR0000000178,67414,2025-02-26,Sleeper,General,JP,JHS,2024-06-27,RAC,4,Adult,IRCTC Website,326,9,3,Shatabdi,42,Defense Quota,No,0,Confirmed,False
PNR0000000179,34730,2025-02-27,3AC,General,SBC,JU,2024-06-28,RAC,1,Senior Citizen,IRCTC Website,1154,17,25,Superfast,1,Senior Citizen,No,0,Confirmed,False
PNR0000000180,74401,2025-02-28,Sleeper,General,NDLS,GKP,2024-06-29,RAC,4,Adult,Counter,1632,15,3,Rajdhani,255,Defense Quota,Yes,0,Confirmed,False
PNR0000000181,42813,2025-03-01,Sleeper,Tatkal,MAS,SC,2024-06-30,Confirmed,1,Child,IRCTC Website,738,5,22,Rajdhani,14,No Special Consideration,Yes,0,Confirmed,False
PNR0000000182,89927,2025-03-02,1AC,Ladies,ADI,BBS,2024-07-01,Waitlisted,5,Child,Counter,424,17,18,Superfast,173,Defense Quota,No,86,Not Confirmed,True
PNR0000000183,78322,2025-03-03,1AC,Tatkal,MAS,KOAA,2024-07-02,RAC,5,Senior Citizen,IRCTC Website,344,14,5,Express,164,Defense Quota,Yes,0,Confirmed,False
PNR0000000184,41924,2025-03-04,1AC,Ladies,SC,CNB,2024-07-03,Waitlisted,5,Adult,Mobile App,952,14,32,Shatabdi,87,Defense Quota,No,119,Not Confirmed,True
PNR0000000185,69814,2025-03-05,1AC,Premium Tatkal,MAS,BSB,2024-07-04,RAC,3,Adult,Counter,740,8,32,Rajdhani,223,Defense Quota,No,0,Confirmed,False
PNR0000000186,34705,2025-03-06,3AC,Ladies,JHS,JP,2024-07-05,Waitlisted,4,Senior Citizen,IRCTC Website,764,6,9,Express,352,Defense Quota,No,68,Not Confirmed,True
PNR0000000187,27961,2025-03-07,Sleeper,General,NJP,LKO,2024-07-06,Confirmed,2,Adult,IRCTC Website,252,6,18,Shatabdi,457,Senior Citizen,Yes,0,Confirmed,False
PNR0000000188,87284,2025-03-08,Sleeper,Tatkal,ASR,MAS,2024-07-07,Confirmed,2,Child,Counter,323,11,42,Superfast,297,No Special Consideration,No,0,Confirmed,False
PNR0000000189,49326,2025-03-09,Sleeper,General,KOAA,HWH,2024-07-08,Waitlisted,1,Adult,IRCTC Website,209,12,22,Express,75,Senior Citizen,Yes,19,Not Confirmed,True
PNR0000000190,42045,2025-03-10,1AC,General,BSB,BBS,2024-07-09,Confirmed,5,Child,Mobile App,1507,8,31,Shatabdi,380,Defense Quota,No,0,Confirmed,False
PNR0000000191,13098,2025-03-11,2AC,Tatkal,ADI,HWH,2024-07-10,Confirmed,4,Child,Mobile App,1045,16,18,Shatabdi,173,Senior Citizen,Yes,0,Confirmed,False
PNR0000000192,45358,2025-03-12,3AC,Ladies,MMCT,CNB,2024-07-11,Confirmed,2,Adult,Counter,1308,7,42,Superfast,52,Defense Quota,No,0,Confirmed,False
PNR0000000193,19934,2025-03-13,1AC,General,NDLS,LTT,2024-07-12,RAC,2,Child,Counter,1818,12,20,Superfast,341,Defense Quota,No,0,Confirmed,False
PNR0000000194,53156,2025-03-14,3AC,General,LTT,KOAA,2024-07-13,Waitlisted,2,Adult,Counter,639,12,21,Superfast,191,No Special Consideration,Yes,50,Not Confirmed,True
PNR0000000195,23031,2025-03-15,3AC,Tatkal,BBS,SBC,2024-07-14,RAC,3,Adult,Counter,1386,3,34,Rajdhani,156,Senior Citizen,Yes,0,Confirmed,False
PNR0000000196,74430,2025-03-16,1AC,Premium Tatkal,BBS,KOAA,2024-07-15,RAC,1,Adult,Mobile App,52,4,3,Express,233,Senior Citizen,No,0,Confirmed,False
PNR0000000197,56626,2025-03-17,2AC,General,ASR,HWH,2024-07-16,Confirmed,4,Child,Counter,532,16,30,Superfast,62,No Special Consideration,Yes,0,Confirmed,False
PNR0000000198,18187,2025-03-18,1AC,Premium Tatkal,PNBE,LKO,2024-07-17,Waitlisted,3,Senior Citizen,IRCTC Website,450,8,18,Shatabdi,166,Defense Quota,Yes,15,Not Confirmed,True
PNR0000000199,13679,2025-03-19,2AC,General,LTT,CSMT,2024-07-18,Confirmed,5,Senior Citizen,IRCTC Website,1942,4,45,Rajdhani,28,Defense Quota,No,0,Confirmed,False
PNR0000000200,86348,2025-03-20,1AC,Premium Tatkal,BSB,JHS,2024-07-19,RAC,1,Child,Counter,192,13,14,Superfast,44,Senior Citizen,No,0,Confirmed,False
PNR0000000201,37861,2025-03-21,2AC,General,BSB,CNB,2024-07-20,Confirmed,2,Child,IRCTC Website,1492,19,7,Shatabdi,160,Senior Citizen,No,0,Confirmed,False
PNR0000000202,92512,2025-03-22,3AC,General,MMCT,LTT,2024-07-21,Confirmed,1,Adult,Mobile App,1702,2,47,Superfast,373,Senior Citizen,No,0,Confirmed,False
PNR0000000203,81865,2025-03-23,Sleeper,Premium Tatkal,LTT,BBS,2024-07-22,Waitlisted,2,Adult,Counter,276,15,34,Rajdhani,237,No Special Consideration,No,60,Not Confirmed,True
PNR0000000204,26449,2025-03-24,1AC,General,CSMT,LTT,2024-07-23,Waitlisted,4,Child,IRCTC Website,931,10,19,Shatabdi,231,Defense Quota,Yes,66,Not Confirmed,True
PNR0000000205,72655,2025-03-25,2AC,Ladies,GKP,BBS,2024-07-24,RAC,3,Senior Citizen,Counter,1184,19,17,Express,56,Defense Quota,No,0,Confirmed,False
PNR0000000206,84653,2025-03-26,1AC,Ladies,CSMT,BBS,2024-07-25,Waitlisted,1,Adult,IRCTC Website,133,16,30,Rajdhani,7,No Special Consideration,No,60,Not Confirmed,True
PNR0000000207,84557,2025-03-27,3AC,Ladies,SC,BBS,2024-07-26,Waitlisted,1,Child,Counter,666,13,26,Rajdhani,191,Senior Citizen,No,28,Not Confirmed,True
PNR0000000208,43412,2025-03-28,3AC,Ladies,BCT,LKO,2024-07-27,Confirmed,4,Child,Counter,1155,17,3,Shatabdi,111,No Special Consideration,Yes,0,Confirmed,False
PNR0000000209,71821,2025-03-29,Sleeper,Tatkal,BBS,SBC,2024-07-28,Confirmed,1,Adult,Counter,441,19,29,Rajdhani,170,Defense Quota,No,0,Confirmed,False
PNR0000000210,30707,2025-03-30,1AC,General,LTT,CNB,2024-07-29,RAC,3,Senior Citizen,Counter,268,3,17,Shatabdi,248,Senior Citizen,No,0,Confirmed,False
PNR0000000211,81725,2025-03-31,Sleeper,Ladies,ADI,ADI,2024-07-30,RAC,1,Adult,IRCTC Website,799,10,30,Superfast,3,Defense Quota,No,0,Confirmed,False
PNR0000000212,82740,2025-04-01,1AC,Premium Tatkal,JHS,BSB,2024-07-31,RAC,5,Adult,Mobile App,767,2,44,Express,66,No Special Consideration,No,0,Confirmed,False
PNR0000000213,33593,2025-04-02,3AC,Tatkal,JU,GKP,2024-08-01,Confirmed,4,Senior Citizen,Mobile App,910,12,45,Shatabdi,247,No Special Consideration,No,0,Confirmed,False
PNR0000000214,76829,2025-04-03,2AC,General,JP,LTT,2024-08-02,RAC,4,Adult,Mobile App,858,15,28,Superfast,288,No Special Consideration,No,0,Confirmed,False
PNR0000000215,46103,2025-04-04,Sleeper,Premium Tatkal,UMB,SBC,2024-08-03,Waitlisted,5,Senior Citizen,Counter,335,6,15,Express,408,No Special Consideration,Yes,117,Not Confirmed,True
PNR0000000216,34769,2025-04-05,1AC,Ladies,BCT,GKP,2024-08-04,RAC,2,Child,Mobile App,137,18,24,Rajdhani,387,No Special Consideration,Yes,0,Confirmed,False
PNR0000000217,77348,2025-04-06,Sleeper,General,UMB,BCT,2024-08-05,RAC,1,Senior Citizen,Counter,1737,15,3,Express,215,No Special Consideration,No,0,Confirmed,False
PNR0000000218,62901,2025-04-07,3AC,Tatkal,HWH,JU,2024-08-06,RAC,2,Child,Mobile App,789,14,9,Rajdhani,368,Defense Quota,No,0,Confirmed,False
PNR0000000219,62976,2025-04-08,3AC,Ladies,KOAA,JHS,2024-08-07,Waitlisted,4,Child,Mobile App,1330,16,36,Rajdhani,202,Defense Quota,No,119,Not Confirmed,True
PNR0000000220,78244,2025-04-09,1AC,Tatkal,MAS,JP,2024-08-08,Waitlisted,2,Child,IRCTC Website,1019,8,19,Shatabdi,303,Defense Quota,No,124,Not Confirmed,True
PNR0000000221,22154,2025-04-10,3AC,Premium Tatkal,ASR,UMB,2024-08-09,RAC,1,Adult,Counter,1341,6,25,Superfast,458,Senior Citizen,Yes,0,Confirmed,False
PNR0000000222,77737,2025-04-11,3AC,Tatkal,KOAA,GKP,2024-08-10,RAC,5,Senior Citizen,Counter,1596,7,26,Express,449,No Special Consideration,Yes,0,Confirmed,False
PNR0000000223,61252,2025-04-12,1AC,Tatkal,ASR,KOAA,2024-08-11,Waitlisted,3,Child,IRCTC Website,225,8,44,Express,175,Defense Quota,No,188,Not Confirmed,True
PNR0000000224,22304,2025-04-13,Sleeper,Ladies,JU,ADI,2024-08-12,RAC,1,Adult,Counter,1577,18,10,Express,103,Senior Citizen,No,0,Confirmed,False
PNR0000000225,64966,2025-04-14,3AC,Tatkal,UMB,HWH,2024-08-13,Confirmed,2,Child,Mobile App,308,4,24,Superfast,65,Senior Citizen,Yes,0,Confirmed,False
PNR0000000226,78421,2025-04-15,Sleeper,General,MMCT,GKP,2024-08-14,RAC,5,Senior Citizen,IRCTC Website,1360,17,26,Rajdhani,224,No Special Consideration,Yes,0,Confirmed,False
PNR0000000227,87103,2025-04-16,Sleeper,Tatkal,NDLS,HWH,2024-08-15,Waitlisted,5,Adult,IRCTC Website,300,9,5,Rajdhani,288,No Special Consideration,No,102,Not Confirmed,True
PNR0000000228,48650,2025-04-17,Sleeper,Premium Tatkal,UMB,GKP,2024-08-16,RAC,5,Adult,IRCTC Website,1372,12,15,Express,269,No Special Consideration,No,0,Confirmed,False
PNR0000000229,63723,2025-04-18,2AC,General,MMCT,MMCT,2024-08-17,RAC,4,Senior Citizen,Counter,759,7,20,Shatabdi,283,Defense Quota,Yes,0,Confirmed,False
PNR0000000230,58834,2025-04-19,2AC,Tatkal,HWH,MAS,2024-08-18,Confirmed,4,Senior Citizen,Mobile App,398,9,45,Rajdhani,440,Defense Quota,Yes,0,Confirmed,False
PNR0000000231,80327,2025-04-20,Sleeper,General,BBS,CNB,2024-08-19,Confirmed,2,Child,Mobile App,640,14,10,Shatabdi,403,Senior Citizen,Yes,0,Confirmed,False
PNR0000000232,11984,2025-04-21,Sleeper,Tatkal,LKO,SC,2024-08-20,Confirmed,1,Senior Citizen,Mobile App,1973,2,43,Superfast,196,Defense Quota,No,0,Confirmed,False
PNR0000000233,68041,2025-04-22,2AC,Premium Tatkal,JHS,JHS,2024-08-21,RAC,1,Child,Mobile App,1652,4,34,Shatabdi,437,Defense Quota,No,0,Confirmed,False
PNR0000000234,21557,2025-04-23,1AC,Ladies,SC,JU,2024-08-22,RAC,2,Adult,Mobile App,1237,8,29,Rajdhani,247,No Special Consideration,No,0,Confirmed,False
PNR0000000235,88872,2025-04-24,3AC,Premium Tatkal,JU,LKO,2024-08-23,RAC,1,Adult,IRCTC Website,910,13,40,Rajdhani,154,Senior Citizen,No,0,Confirmed,False
PNR0000000236,40884,2025-04-25,1AC,General,LTT,LTT,2024-08-24,Confirmed,1,Child,Mobile App,316,7,46,Express,446,Defense Quota,No,0,Confirmed,False
PNR0000000237,16728,2025-04-26,Sleeper,General,MAS,ASR,2024-08-25,Confirmed,4,Child,Counter,767,19,31,Rajdhani,126,No Special Consideration,No,0,Confirmed,False
PNR0000000238,85972,2025-04-27,2AC,Ladies,BSB,BBS,2024-08-26,RAC,4,Child,IRCTC Website,1758,2,12,Superfast,397,No Special Consideration,No,0,Confirmed,False
PNR0000000239,76586,2025-04-28,Sleeper,Tatkal,HWH,BCT,2024-08-27,Confirmed,3,Senior Citizen,Mobile App,1564,17,9,Superfast,295,Defense Quota,No,0,Confirmed,False
PNR0000000240,61735,2025-04-29,2AC,Premium Tatkal,HWH,ASR,2024-08-28,RAC,4,Senior Citizen,Counter,1209,7,27,Superfast,404,Senior Citizen,Yes,0,Confirmed,False
PNR0000000241,56186,2025-04-30,3AC,General,BSB,CSMT,2024-08-29,Waitlisted,4,Child,IRCTC Website,1973,10,16,Express,66,No Special Consideration,No,109,Not Confirmed,True
PNR0000000242,11666,2025-05-01,1AC,Ladies,JHS,MAS,2024-08-30,Confirmed,5,Senior Citizen,Mobile App,1089,9,4,Shatabdi,337,Senior Citizen,No,0,Confirmed,False
PNR0000000243,12056,2025-05-02,2AC,Premium Tatkal,CNB,CNB,2024-08-31,Waitlisted,4,Senior Citizen,Counter,1876,16,21,Rajdhani,191,No Special Consideration,No,67,Not Confirmed,True
PNR0000000244,67004,2025-05-03,3AC,Tatkal,MMCT,LKO,2024-09-01,Waitlisted,2,Child,IRCTC Website,1499,11,22,Express,413,Defense Quota,Yes,102,Not Confirmed,True
PNR0000000245,73867,2025-05-04,2AC,Ladies,BBS,NJP,2024-09-02,RAC,2,Senior Citizen,IRCTC Website,456,2,35,Shatabdi,296,Senior Citizen,No,0,Confirmed,False
PNR0000000246,63184,2025-05-05,3AC,Premium Tatkal,BCT,UMB,2024-09-03,Waitlisted,2,Adult,Mobile App,335,2,7,Express,204,Defense Quota,Yes,109,Not Confirmed,True
PNR0000000247,34353,2025-05-06,Sleeper,General,SBC,LKO,2024-09-04,RAC,2,Child,Mobile App,1618,17,38,Superfast,467,No Special Consideration,No,0,Confirmed,False
PNR0000000248,81843,2025-05-07,Sleeper,Tatkal,LKO,CNB,2024-09-05,RAC,1,Adult,Mobile App,308,4,13,Rajdhani,461,No Special Consideration,No,0,Confirmed,False
PNR0000000249,10356,2025-05-08,3AC,Ladies,UMB,KOAA,2024-09-06,RAC,4,Adult,IRCTC Website,1162,7,45,Rajdhani,431,No Special Consideration,No,0,Confirmed,False
PNR0000000250,84994,2025-05-09,2AC,Tatkal,BSB,SC,2024-09-07,RAC,4,Senior Citizen,Counter,1963,12,19,Rajdhani,143,No Special Consideration,No,0,Confirmed,False
PNR0000000251,21065,2025-05-10,3AC,Tatkal,UMB,UMB,2024-09-08,Waitlisted,5,Adult,IRCTC Website,1430,18,12,Superfast,345,No Special Consideration,Yes,87,Not Confirmed,True
PNR0000000252,40984,2025-05-11,2AC,Tatkal,ASR,BSB,2024-09-09,Waitlisted,1,Adult,Counter,1697,14,6,Express,409,Defense Quota,No,20,Not Confirmed,True
PNR0000000253,63123,2025-05-12,2AC,Tatkal,JU,JU,2024-09-10,Confirmed,3,Child,IRCTC Website,556,13,7,Superfast,238,Defense Quota,No,0,Confirmed,False
PNR0000000254,63908,2025-05-13,3AC,Ladies,BCT,JP,2024-09-11,Waitlisted,5,Senior Citizen,Mobile App,60,19,11,Shatabdi,402,Senior Citizen,Yes,19,Not Confirmed,True
PNR0000000255,78321,2025-05-14,3AC,Tatkal,JHS,JU,2024-09-12,Confirmed,3,Child,Mobile App,249,8,29,Shatabdi,483,Senior Citizen,Yes,0,Confirmed,False
PNR0000000256,82282,2025-05-15,2AC,General,HWH,KOAA,2024-09-13,Confirmed,2,Child,Mobile App,62,14,13,Shatabdi,119,Senior Citizen,Yes,0,Confirmed,False
PNR0000000257,36524,2025-05-16,2AC,General,ASR,SC,2024-09-14,Waitlisted,1,Senior Citizen,Mobile App,51,12,11,Rajdhani,54,Defense Quota,Yes,13,Not Confirmed,True
PNR0000000258,20122,2025-05-17,3AC,Tatkal,MMCT,JU,2024-09-15,RAC,1,Senior Citizen,Counter,1045,18,8,Superfast,429,Defense Quota,No,0,Confirmed,False
PNR0000000259,60349,2025-05-18,2AC,Tatkal,MMCT,MMCT,2024-09-16,RAC,3,Child,Mobile App,894,19,34,Shatabdi,436,Defense Quota,No,0,Confirmed,False
PNR0000000260,80282,2025-05-19,Sleeper,Premium Tatkal,MMCT,BCT,2024-09-17,RAC,2,Senior Citizen,Mobile App,561,4,36,Rajdhani,197,Senior Citizen,No,0,Confirmed,False
PNR0000000261,75987,2025-05-20,3AC,General,PNBE,JHS,2024-09-18,Confirmed,4,Child,Counter,1097,17,40,Rajdhani,316,No Special Consideration,No,0,Confirmed,False
PNR0000000262,57995,2025-05-21,3AC,Premium Tatkal,MAS,BSB,2024-09-19,RAC,2,Senior Citizen,IRCTC Website,546,8,2,Express,209,Senior Citizen,Yes,0,Confirmed,False
PNR0000000263,10669,2025-05-22,2AC,General,JHS,BCT,2024-09-20,Waitlisted,2,Senior Citizen,IRCTC Website,1787,12,13,Rajdhani,6,Senior Citizen,No,126,Not Confirmed,True
PNR0000000264,96037,2025-05-23,3AC,Premium Tatkal,KOAA,JHS,2024-09-21,Confirmed,2,Adult,Counter,1916,10,38,Rajdhani,256,Defense Quota,Yes,0,Confirmed,False
PNR0000000265,69249,2025-05-24,3AC,Ladies,KOAA,BSB,2024-09-22,Confirmed,2,Child,IRCTC Website,847,5,42,Shatabdi,342,No Special Consideration,No,0,Confirmed,False
PNR0000000266,97108,2025-05-25,1AC,Premium Tatkal,LTT,UMB,2024-09-23,Confirmed,3,Adult,Mobile App,332,15,2,Rajdhani,124,No Special Consideration,Yes,0,Confirmed,False
PNR0000000267,93484,2025-05-26,2AC,Premium Tatkal,JU,JU,2024-09-24,Confirmed,5,Senior Citizen,IRCTC Website,752,16,13,Express,480,Senior Citizen,No,0,Confirmed,False
PNR0000000268,52030,2025-05-27,1AC,General,HWH,ASR,2024-09-25,RAC,3,Adult,IRCTC Website,1348,6,27,Superfast,311,Senior Citizen,No,0,Confirmed,False
PNR0000000269,18309,2025-05-28,2AC,Tatkal,BBS,NJP,2024-09-26,Waitlisted,2,Child,Mobile App,1855,2,34,Express,260,Defense Quota,No,138,Not Confirmed,True
PNR0000000270,69515,2025-05-29,Sleeper,General,MAS,MAS,2024-09-27,RAC,2,Child,Mobile App,886,17,42,Shatabdi,459,Defense Quota,Yes,0,Confirmed,False
PNR0000000271,93794,2025-05-30,1AC,Tatkal,ADI,KOAA,2024-09-28,Confirmed,4,Senior Citizen,Mobile App,166,13,10,Express,302,Senior Citizen,No,0,Confirmed,False
PNR0000000272,55166,2025-05-31,1AC,Tatkal,SBC,MAS,2024-09-29,Waitlisted,4,Adult,Counter,805,10,24,Superfast,464,Senior Citizen,Yes,160,Not Confirmed,True
PNR0000000273,42844,2025-06-01,3AC,General,MMCT,NJP,2024-09-30,Confirmed,3,Child,Mobile App,1400,14,40,Express,111,Defense Quota,No,0,Confirmed,False
PNR0000000274,41477,2025-06-02,3AC,Tatkal,JU,MAS,2024-10-01,Confirmed,5,Child,Counter,1991,2,4,Express,228,Senior Citizen,No,0,Confirmed,False
PNR0000000275,58299,2025-06-03,1AC,Tatkal,NJP,SBC,2024-10-02,Waitlisted,4,Senior Citizen,Mobile App,1467,17,29,Rajdhani,55,Senior Citizen,Yes,106,Not Confirmed,True
PNR0000000276,91827,2025-06-04,2AC,Premium Tatkal,NJP,NJP,2024-10-03,RAC,1,Adult,Counter,837,11,40,Superfast,304,Senior Citizen,No,0,Confirmed,False
PNR0000000277,23657,2025-06-05,3AC,General,MMCT,LTT,2024-10-04,Confirmed,1,Adult,IRCTC Website,372,4,46,Rajdhani,37,Defense Quota,No,0,Confirmed,False
PNR0000000278,44488,2025-06-06,2AC,Tatkal,ASR,NJP,2024-10-05,RAC,5,Adult,Mobile App,1728,14,26,Express,86,Senior Citizen,No,0,Confirmed,False
PNR0000000279,92950,2025-06-07,Sleeper,Ladies,LKO,ADI,2024-10-06,Waitlisted,4,Adult,Counter,777,4,17,Express,182,No Special Consideration,Yes,41,Not Confirmed,True
PNR0000000280,76143,2025-06-08,3AC,General,JP,PNBE,2024-10-07,RAC,2,Child,Mobile App,970,8,10,Express,187,No Special Consideration,Yes,0,Confirmed,False
PNR0000000281,51333,2025-06-09,1AC,Tatkal,ADI,MMCT,2024-10-08,Waitlisted,4,Child,Counter,1355,10,10,Shatabdi,383,Defense Quota,Yes,182,Not Confirmed,True
